"","term","content","mycoID","internal_variable_num"
"157","NOTES","  Features include 1) a medium sized fruitbody that is nearly spherical to top-shaped with a large base, the surface whitish then pallid yellowish to brownish, usually areolate [cracked like dried mud] from truncate warts in upper part, 2) a thin inner layer that breaks up at the top to expose the bright olive to dark olive-brown powdery spore mass, 3) a sterile base that is furrowed in the lower part, its chambers extending up the sides of the fruitbody a short distance, 4) growth in fields, lawns, and along roadsides, and 5) broadly ovate to nearly round spores that are nearly smooth with the pedicel absent or inconspicuous.^ The Zeller(13) description is for Calvatia bovista (Pers.) Kambly & Lee. In MycoBank, accessed March 3, 2018, this taxon does not appear but the synonyms given by Zeller(13) appears as synonyms of Calvatia utriformis (Bull.) Jaap, with the obligate synonym Lycoperdon utriforme Bull., Herbier de la France 10: t. 450:1 (1790). Another entry into MycoBank had Bovistella utriformis  (Bull.) Demoulin & Rebriev with the same Bulliard name as an obligate synonym. The online Index Fungorum, accessed the same day, showed even more inconsistencies but appeared to favor Bovistella utriformis (Bull.) Demoulin & Rebriev, with Calvatia utriformis (Bull.) Jaap and Lycoperdon utriforme Bull.  Hist. Champ. Fr. (Paris): 153 (1791) as two of the synonyms. Calvatia bovista was synonymized with Calvatia utriformis (Bull.: Pers.) Jaap in Breitenbach(2). It was synonymized with Handkea utriformis (Bull.: Pers.) Kreisel in 1989 (along with C. tatrensis sensu Zeller & A.H. Sm. as a variety and C. tatrensis var. gruberi as another variety) but this genus not accepted by Demoulin according to Dictionary of the Fungi Ninth Edition. The description is derived from Zeller(13) except where indicated. RANGE Collections were examined from ID, CA, MI, and ND and distribution is throughout the United States and southern Canada, (Zeller).",9,13
"158","CHEMICAL REACTIONS",NA,9,14
"159","OUTER SURFACE","  5-15cm across, nearly spherical to turbinate [top-shaped] with a large stem, outer layer thick, floccose, usually areolate [cracked like dried mud] from more or less prominent truncate warts in upper part, ""warts thinner downward but with a tendency throughout to form more or less stellate flattish areas, whitish then pallid yellowish to brownish""^, (Zeller), 5-15(25)cm across (Smith)",9,15
"160","INNER LAYER","  thin, breaking up into fragments at the top, then downward, exposing the spore mass",9,16
"161","SPORE MASS","  bright olivaceous to brownish olive and finally dark olive-brown, ""fragile and powdery but more or less remaining intact""",9,17
"162","STEM","  stem long-cylindric or short and tapered, sterile base 5-10cm thick, furrowed in lower part and pinched to a point, ""chambers distinct and moderately large, extending up the sides for a short distance as a tapering margin of a cup"", (Zeller), sterile base well developed and stem-like, fruitbody ""abruptly enlarged at the top of the sterile base to form the spore case"", (Smith)",9,18
"163","ODOR",NA,10,1
"164","TASTE",NA,10,2
"165","EDIBILITY",NA,10,3
"166","HABITAT","  on the ground ""in fields, lawns and along roadsides""^, (Zeller), in ""waste places, roadsides, and pastures"", summer and fall, (Smith)",10,4
"167","SPORE DEPOSIT",NA,10,5
"168","MICROSCOPIC","  spores (3.3)4-6.6(7.7) x (3.3)4-6(6.8) microns, round to nearly round or most often broadly ovate, seemingly smooth (actually faintly punctate), tawny to ochraceous tawny in Melzer's reagent, dark olive-brown in KOH, with one droplet, pedicel absent or inconspicuous^; capillitial threads 2.2-12(17.6) microns wide, ""elongate and sinuous, branching rare to frequent, Y-shaped branches present, strongly attenuated to very slender filaments with subacute apices"", ""threads breaking readily, aseptate or occasionally septate"", wall even to undulate, thick, 1 up to 1.6 microns thick, dark olive-brown in KOH and ochraceous tawny in Melzer's reagent, pitted, the pits abundant, ""occasionally irregularly rounded but more often slit-like""",10,6
"169","NAME ORIGIN",NA,10,7
"170","SIMILAR","  Small fruitbodies of Calvatia gigantea can be similar but the surface is smooth and velvety and the sterile base only weakly developed, (Breitenbach under C. utriformis). Calvatia elata has a stem-like sterile base, (Smith).",10,8
"171","SOURCES","  Zeller(13), Smith(4), Kreisel(2), Breitenbach(2) (discussing Calvatia utriformis)",10,9
"172","MUSHROOM_ID","10",10,10
"173","FAMILY","  Agaricaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota",10,11
"174","LATIN NAME(S)","  Calbovista subsculpta  Morse ex M.T. Seidl^  Mycotaxon 54: 390. 1995",10,12
"175","ENGLISH NAME(S)","  sculptured puffball, sculptured giant puffball, warted giant puffball",10,13
"176","NOTES","  Features include 1) medium sized, somewhat spherical fruitbodies that are whitish to cream-colored but become more grayish or yellow-brownish, 2) a thick outer layer with truncate pyramidal warts about 1.3cm wide, 3) a thin, fragile inner layer, 4) a white spore mass that becomes yellow then brown or purplish brown, 5) growth in the mountains under conifers, 6) round, slightly warty spores with pedicels up to 3 microns long, and 7) capillitium with short thorn-like branches.^ A variation with gray color, very rudimentary squamule formation, and spores 4-6(7-12) microns in diameter (more giant spores and spores have thicker walls) was described by A.H. Smith from Idaho as var. fumosa, (Smith(31)), but this was based on a species name that was not valid at the time, (Seidl). RANGE Calbovista subsculpta has been found in WA, ID, CA, and CO, (Morse), BC (in Redhead), and OR (Zeller). It occurs in the western mountains of North America including the following ranges: Cascades, Sierra Nevada, Olympics, Rocky Mountains and mountains of northern Idaho, (Seidl).",10,14
"177","CHEMICAL REACTIONS",NA,10,15
"178","OUTER SURFACE","  6-16cm across; peridium 2-layered, up to 1cm thick; outer layer pallid to cream, becoming light yellow-brown when old, ""forming areolate patches which rupture irregularly""^, (Seidl), averaging 8(16)cm wide by 9cm high, often pleated and contracted toward the rooting base, outer layer thick, coriaceous [leathery], (quite thin toward the base), ""broken into irregular three to six sided pyramids - usually blunt, sometimes pointed"", the pyramids 0.5-0.8cm thick on top of fruitbody, ""gradually becoming shorter on sides"", pyramids showing parallel markings on their sides, (Morse), warts like pyramids with their tops cut off, about 1.3cm wide at bases and nearly as high, (Ammirati), nearly spherical or sometimes a bit broader, ""covered with flattened warty scales with grayish tips and brownish hairs at the center"", (Phillips), 8-16cm across, 9cm high, spherical to pear-shaped; whitish to dingy, tips of scales grayish; outer layer thick, felty, leathery, broken into irregular 3-6-sided low truncate pyramids, usually blunt but sometimes pointed, pyramids 0.5-0.8cm high at top of fruitbody but thinner toward bottom, sides of pyramids with parallel transverse lines, (Ramsey)",10,16
"179","INNER LAYER","  extremely thin, shiny, depressed into areas by the heavy pyramidal plates of the outer layer^, (Morse), fragile, fractures very early as the spore mass dries out, leaving the spore mass exposed in cracks between scales, (McKnight)",10,17
"180","SPORE MASS","  white when immature, becoming dark brown to purplish brown when mature^, (Seidl), passes through color changes when maturing - ""white to sulphur yellow, to golden brown or mummy brown (Ridgway), to dark umber"", deliquescence of spore mass ""free but never complete"", (Morse)",10,18
"181","STEM","  rooting sterile base: a quarter to a third of the spore-mass consisting of chambers of moderate size that persist after spore dispersal and ""become more or less purplish with weathering""^, (Morse), often pleated and contracted toward a rooting base; sterile base a quarter to a third of spore-mass, (Ramsey)",11,1
"182","ODOR","  none^ (Miller)",11,2
"183","TASTE","  pleasant^ (Miller)",11,3
"184","EDIBILITY","  edible but only when spore mass is white, (Phillips)",11,4
"185","HABITAT","  single to gregarious, occasionally cespitose [in tufts], in subalpine to alpine habitats, April to August^, (Seidl), gregarious, usually single, but occasionally cespitose [in tufts], ""in disintegrated rock mixed with soil or in open coniferous forest, 3,000-11,000 feet above sea level"", April to August, (Morse), under conifers in the mountains, often under ponderosa pine on the eastern slope of the Cascades, (Ammirati), single to gregarious in subalpine open areas near forest edge, April to August, (Ramsey)",11,5
"186","SPORE DEPOSIT",NA,11,6
"187","MICROSCOPIC","  spores 3-5 x 3-5 microns, round, verrucose, with pedicel up to 3.0 microns long, ochraceous brown to dark brown in mass^, (Seidl), spores 3-5 x 3-5 microns, round, smooth to faintly warted, ochraceous brown, with one droplet, with colorless pedicel up to 2.5 microns long, epispore 0.5 microns thick; basidia 4-spored, 10-25 x 5-7.5 microns, clavate; capillitium ""free, consisting of short, discrete units with abundant antler-like branching, much entangled"", ""secondary branches bluntly pointed, not varying much in width from main branch"", ""threads 5-10 microns wide, wall thick up to 2.5 microns, becoming thinner towards the tips"", not septate, ""not pitted, ochraceous yellow, concolorous"", (Morse), spores 3-5 x 3-5 microns, nearly smooth; capillitial threads with ""short thorn-like branches"", (McKnight)",11,7
"188","NAME ORIGIN","  means 'near [Calvatia] sculpta'",11,8
"189","SIMILAR","  Calvatia sculpta has longer, sharper spines (up to 2.5cm long), but is distinguished most reliably from Calbovista subsculpta microscopically by the different capillitium, (Ammirati). C. sculpta has different capillitium and spores, as well as a spore mass that is not as dark, (Morse).",11,9
"190","SOURCES","  Seidl(3), Morse(1), Trudell(4)*, Ramsey(1), Ammirati(1)*, Zeller(3), Arora(1), Phillips(1)*, Lincoff(2)*, Miller(14)*, Redhead(5), McKnight(1)*, Smith(31), Desjardin(6)*",11,10
"191","MUSHROOM_ID","11",11,11
"192","FAMILY","  Agaricaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota",11,12
"193","LATIN NAME(S)","  Calvatia booniana  A.H. Sm.^  Lloydia 27(3): 164. 1964",11,13
"194","ENGLISH NAME(S)","  western giant puffball, Boone's puffball",11,14
"195","NOTES","  Calvatia booniana is very large and flattened-spherical, the exterior white, somewhat floccose [cottony], soon breaking into 4-6 sided polygons, disintegrating along with the thin whitish felt-like inner layer. The spore mass is white becoming yellow or greenish to brownish and unpleasant in odor. The sterile base absent to rudimentary but the fruitbody is attached to the ground by a cord. It fruits under sagebrush or juniper or in grassy or other open areas. Spores are round to nearly round and almost smooth.^ Calvatia booniana is sometimes called Langermannia booniana. RANGE Collections were examined from OR, ID, UT, and NM, (Zeller), and distribution includes ID, OR, CO, NM, and UT, (Kreisel), ID, CA, and NM, (Arora), and WA and NV, (Ramsey).",11,15
"196","CHEMICAL REACTIONS",NA,11,16
"197","OUTER SURFACE","  20-60cm across, 7-30cm high, flattened but more or less circular in outline; entire peridium (both layers) 0.2-0.4cm thick; outer layer thick, white, subfloccose, soon breaking into 4-6 sided areolate squamules [scales] or polygons or patches of them, the polygons up to 2cm deep, finally falling away^, (Zeller), 15-60cm or more across, 7-30cm or more high, ""sometimes round or lobed, but more often somewhat flattened or depressed on top"", outer layer thick, ""white to buff or tan and finally brown"", ""at first sculptured with large warts which soon separate to form flattened scales, plaques, or plates and eventually disintegrate along with the thin inner layer"", (Arora)",11,17
"198","INNER LAYER","  thin to thick (0.1-0.2cm), slightly punky in texture; whitish then pale buff; unpolished, felt-like^, (Zeller)",11,18
"199","SPORE MASS","  ""dingy olive when mature"", olive-brown dried^, (Zeller), at first firm and white, ""turning yellow or greenish and mushy and stinky"", finally becoming ""powdery and olive-brown to brown"", (Arora)",12,1
"200","STEM","  sterile base absent to rudimentary; fruitbody attached to substrate by cord-like rhizomorph^, (Zeller)",12,2
"201","ODOR","  becoming unpleasant^ (Lincoff)",12,3
"202","TASTE",NA,12,4
"203","EDIBILITY","  edible when firm and white, but has laxative effects on some, do not eat if there is the slightest trace of color (yellow, green, or brown), (Arora)",12,5
"204","HABITAT","  on soil under sagebrush or in grassy areas in arid regions^, (Zeller), single, widely scattered, or in groups, ""under sagebrush or juniper and in other open areas"", in arid or semi-arid regions, especially in late spring and summer, (Arora), July to August (Lincoff)",12,6
"205","SPORE DEPOSIT",NA,12,7
"206","MICROSCOPIC","  spores 3.9-6(6.6) x 3.3-5.5 microns, round to nearly round or broadly elliptic, ""seemingly smooth to very finely punctate"", colorless envelope evident, usually with one droplet^, yellowish olive in Melzer's reagent, olive-brown in KOH, pedicel usually evident; capillitial threads 3.3-8.8 microns wide, ""twisted and interwoven, branched, the branches Y-shaped or otherwise, extremities not truly attenuated, but rather bullet-shaped to subacute, rarely thorn-like, threads septate, septa scattered to abundant, square and thread breaking readily at the septa, walls even to sinuous or tortuous, thickened up to 2 microns"", yellowish in Melzer's reagent and usually bright olive-yellow in KOH, ""pitted very occasionally, the pits often not extending clear through the wall"", (Zeller), spores 4-6.5 x 3-5.5 microns, ""round or nearly round, smooth or minutely spiny"", (Arora)",12,8
